year,school_id,department_id,school_name,department_name,category_id,category_name,school_name_abbr,department_name_abbr
106,011,011172,國立清華大學,數學系應用數學組,5,自然科學、數學及統計,清大,數學應數
106,011,011342,國立清華大學,資訊工程學系甲組(電子資訊組),6,資訊通訊科技,清大,資工甲(電子資訊)
106,011,011352,國立清華大學,資訊工程學系乙組(資訊工程組),6,資訊通訊科技,清大,資工乙(資工)
106,011,011272,國立清華大學,化學工程學系,7,工程、製造及營建,清大,化工
106,011,011292,國立清華大學,材料科學工程學系,7,工程、製造及營建,清大,材料科學工程
106,011,011242,國立清華大學,工程與系統科學系甲組,7,工程、製造及營建,清大,工程系統甲
106,011,011252,國立清華大學,工程與系統科學系乙組,7,工程、製造及營建,清大,工程系統乙
106,011,011322,國立清華大學,電機工程學系甲組,7,工程、製造及營建,清大,電機甲
106,011,011332,國立清華大學,電機工程學系乙組,7,工程、製造及營建,清大,電機乙
106,011,011362,國立清華大學,電機資訊學院學士班,7,工程、製造及營建,清大,電資學院
106,011,011282,國立清華大學,動力機械工程學系,7,工程、製造及營建,清大,動力機械
106,011,011302,國立清華大學,工業工程與工程管理學系,7,工程、製造及營建,清大,工工與工管
106,011,011232,國立清華大學,生醫工程與環境科學系,7,工程、製造及營建,清大,生醫工程環境
106,011,011262,國立清華大學,原子科學院學士班,7,工程、製造及營建,清大,原子科學
106,011,011312,國立清華大學,工學院學士班,7,工程、製造及營建,清大,工學院學士
106,011,011382,國立清華大學,醫學科學系,9,醫藥衛生及社會福利,清大,醫學科學
106,011,011402,國立清華大學,清華學院學士班丙組(不分系招生-創新設計),99,其他,清大,清華學院丙(創新)
106,011,011412,國立清華大學,清華學院學士班丁組(不分系招生-創新領導),99,其他,清大,清華學院丁(領導)
106,011,011422,國立清華大學,清華學院學士班戊組(不分系招生-跨領域教育),99,其他,清大,清華學院戊(跨領域)
106,011,011462,國立清華大學,清華學院學士班甲組(不分系招生-音樂),99,其他,清大,清華學院甲(音樂)
106,011,011482,國立清華大學,清華學院學士班乙組(不分系招生-美術),99,其他,清大,清華學院乙(美術)
106,001,001082,國立臺灣大學,戲劇學系,2,藝術及人文,臺大,戲劇
106,001,001032,國立臺灣大學,歷史學系,2,藝術及人文,臺大,歷史
106,001,001052,國立臺灣大學,人類學系,2,藝術及人文,臺大,人類學系
106,001,001042,國立臺灣大學,哲學系,2,藝術及人文,臺大,哲學
106,001,001022,國立臺灣大學,外國語文學系,2,藝術及人文,臺大,外文
106,001,001072,國立臺灣大學,日本語文學系,2,藝術及人文,臺大,日本語文
106,001,001012,國立臺灣大學,中國文學系,2,藝術及人文,臺大,中文
106,001,001192,國立臺灣大學,經濟學系,3,社會科學、新聞學及圖書資訊,臺大,經濟
106,001,001162,國立臺灣大學,政治學系政治理論組,3,社會科學、新聞學及圖書資訊,臺大,政治理論
106,001,001172,國立臺灣大學,政治學系國際關係組,3,社會科學、新聞學及圖書資訊,臺大,政治國際關係
106,001,001182,國立臺灣大學,政治學系公共行政組,3,社會科學、新聞學及圖書資訊,臺大,政治公共行政
106,001,001132,國立臺灣大學,心理學系,3,社會科學、新聞學及圖書資訊,臺大,心理
106,001,001202,國立臺灣大學,社會學系,3,社會科學、新聞學及圖書資訊,臺大,社會
106,001,001142,國立臺灣大學,地理環境資源學系,3,社會科學、新聞學及圖書資訊,臺大,地理環境
106,001,001062,國立臺灣大學,圖書資訊學系,3,社會科學、新聞學及圖書資訊,臺大,圖書資訊
106,001,001482,國立臺灣大學,會計學系,4,商業、管理及法律,臺大,會計
106,001,001492,國立臺灣大學,財務金融學系,4,商業、管理及法律,臺大,財金
106,001,001462,國立臺灣大學,工商管理學系企業管理組,4,商業、管理及法律,臺大,工商管理企管
106,001,001472,國立臺灣大學,工商管理學系科技管理組,4,商業、管理及法律,臺大,工商管理科管
106,001,001502,國立臺灣大學,國際企業學系,4,商業、管理及法律,臺大,國企
106,001,001552,國立臺灣大學,法律學系法學組,4,商業、管理及法律,臺大,法律法學
106,001,001562,國立臺灣大學,法律學系司法組,4,商業、管理及法律,臺大,法律司法
106,001,001572,國立臺灣大學,法律學系財經法學組,4,商業、管理及法律,臺大,法律財經法學
106,001,001582,國立臺灣大學,生命科學系,5,自然科學、數學及統計,臺大,生命科學
106,001,001442,國立臺灣大學,昆蟲學系,5,自然科學、數學及統計,臺大,昆蟲
106,001,001592,國立臺灣大學,生化科技學系,5,自然科學、數學及統計,臺大,生化科技
106,001,001112,國立臺灣大學,化學系,5,自然科學、數學及統計,臺大,化學
106,001,001122,國立臺灣大學,地質科學系,5,自然科學、數學及統計,臺大,地質科學
106,001,001152,國立臺灣大學,大氣科學系,5,自然科學、數學及統計,臺大,大氣
106,001,001102,國立臺灣大學,物理學系,5,自然科學、數學及統計,臺大,物理
106,001,001092,國立臺灣大學,數學系,5,自然科學、數學及統計,臺大,數學
106,001,001512,國立臺灣大學,資訊管理學系,6,資訊通訊科技,臺大,資管
106,001,001542,國立臺灣大學,資訊工程學系,6,資訊通訊科技,臺大,資工
106,001,001312,國立臺灣大學,化學工程學系,7,工程、製造及營建,臺大,化工
106,001,001332,國立臺灣大學,材料科學與工程學系,7,工程、製造及營建,臺大,材料科學與工程
106,001,001532,國立臺灣大學,電機工程學系,7,工程、製造及營建,臺大,電機
106,001,001302,國立臺灣大學,機械工程學系,7,工程、製造及營建,臺大,機械工程學
106,001,001432,國立臺灣大學,生物產業機電工程學系,7,工程、製造及營建,臺大,生物產業機電
106,001,001322,國立臺灣大學,工程科學及海洋工程學系,7,工程、製造及營建,臺大,工科海洋
106,001,001292,國立臺灣大學,土木工程學系,7,工程、製造及營建,臺大,土木
106,001,001352,國立臺灣大學,生物環境系統工程學系,7,工程、製造及營建,臺大,生物環境系統
106,001,001342,國立臺灣大學,農藝學系,8,農業、林業、漁業及獸醫,臺大,農藝
106,001,001382,國立臺灣大學,動物科學技術學系,8,農業、林業、漁業及獸醫,臺大,動物科學技術
106,001,001402,國立臺灣大學,園藝暨景觀學系,8,農業、林業、漁業及獸醫,臺大,園藝景觀
106,001,001362,國立臺灣大學,農業化學系,8,農業、林業、漁業及獸醫,臺大,農業化學
106,001,001392,國立臺灣大學,農業經濟學系,8,農業、林業、漁業及獸醫,臺大,農業經濟
106,001,001422,國立臺灣大學,生物產業傳播暨發展學系,8,農業、林業、漁業及獸醫,臺大,生物產業傳播
106,001,001452,國立臺灣大學,植物病理與微生物學系,8,農業、林業、漁業及獸醫,臺大,植物微生物學
106,001,001372,國立臺灣大學,森林環境暨資源學系,8,農業、林業、漁業及獸醫,臺大,森林環境資源
106,001,001412,國立臺灣大學,獸醫學系,8,農業、林業、漁業及獸醫,臺大,獸醫
106,001,001232,國立臺灣大學,牙醫學系,9,醫藥衛生及社會福利,臺大,牙醫
106,001,001222,國立臺灣大學,醫學系,9,醫藥衛生及社會福利,臺大,醫學
106,001,001612,國立臺灣大學,醫學系(公費生),9,醫藥衛生及社會福利,臺大,醫學(公費)
106,001,001262,國立臺灣大學,護理學系,9,醫藥衛生及社會福利,臺大,護理學
106,001,001602,國立臺灣大學,護理學系(公費生),9,醫藥衛生及社會福利,臺大,護理學(公費)
106,001,001252,國立臺灣大學,醫學檢驗暨生物技術學系,9,醫藥衛生及社會福利,臺大,醫檢暨生技
106,001,001272,國立臺灣大學,物理治療學系,9,醫藥衛生及社會福利,臺大,物理治療
106,001,001282,國立臺灣大學,職能治療學系,9,醫藥衛生及社會福利,臺大,職能治療
106,001,001242,國立臺灣大學,藥學系,9,醫藥衛生及社會福利,臺大,藥學
106,001,001522,國立臺灣大學,公共衛生學系,9,醫藥衛生及社會福利,臺大,公共衛生
106,001,001212,國立臺灣大學,社會工作學系,9,醫藥衛生及社會福利,臺大,社會工作
106,002,002012,國立臺灣師範大學,教育學系,1,教育,臺師,教育
106,002,002092,國立臺灣師範大學,特殊教育學系,1,教育,臺師,特殊教育
106,002,002102,國立臺灣師範大學,特殊教育學系(公費生),1,教育,臺師,特殊教育(公費)
106,002,002112,國立臺灣師範大學,學習科學學士學位學程,1,教育,臺師,學習科學學程
106,002,002082,國立臺灣師範大學,公民教育與活動領導學系,1,教育,臺師,公教活動
106,002,002032,國立臺灣師範大學,社會教育學系,1,教育,臺師,社會教育
106,002,002052,國立臺灣師範大學,人類發展與家庭學系家庭生活教育組,1,教育,臺師,人類家庭生活
106,002,002062,國立臺灣師範大學,人類發展與家庭學系幼兒發展與教育組,1,教育,臺師,人類家庭幼兒
106,002,002072,國立臺灣師範大學,人類發展與家庭學系營養科學與教育組,1,教育,臺師,人類家庭營養
106,002,002382,國立臺灣師範大學,體育學系,1,教育,臺師,體育
106,002,002042,國立臺灣師範大學,健康促進與衛生教育學系,1,教育,臺師,健康衛生
106,002,002232,國立臺灣師範大學,科技應用與人力資源發展學系,1,教育,臺師,科技人資發展
106,002,002312,國立臺灣師範大學,設計學系產品設計組,2,藝術及人文,臺師,設計產品設計
106,002,002352,國立臺灣師範大學,設計學系視覺設計組,2,藝術及人文,臺師,設計視覺設計
106,002,002362,國立臺灣師範大學,美術學系西畫組,2,藝術及人文,臺師,美術西畫
106,002,002372,國立臺灣師範大學,美術學系國畫組,2,藝術及人文,臺師,美術國畫
106,002,002332,國立臺灣師範大學,音樂學系,2,藝術及人文,臺師,音樂
106,002,002342,國立臺灣師範大學,表演藝術學士學位學程,2,藝術及人文,臺師,表演藝術
106,002,002142,國立臺灣師範大學,歷史學系,2,藝術及人文,臺師,歷史
106,002,002132,國立臺灣師範大學,英語學系,2,藝術及人文,臺師,英語
106,002,002272,國立臺灣師範大學,華語文教學系應用華語文學組,2,藝術及人文,臺師,華語教學華語
106,002,002162,國立臺灣師範大學,臺灣語文學系,2,藝術及人文,臺師,臺灣語文
106,002,002122,國立臺灣師範大學,國文學系,2,藝術及人文,臺師,國文學
106,002,002022,國立臺灣師範大學,教育心理與輔導學系,3,社會科學、新聞學及圖書資訊,臺師,教育輔導
106,002,002152,國立臺灣師範大學,地理學系,3,社會科學、新聞學及圖書資訊,臺師,地理
106,002,002282,國立臺灣師範大學,東亞學系漢學與文化組,3,社會科學、新聞學及圖書資訊,臺師,東亞漢學文化
106,002,002292,國立臺灣師範大學,東亞學系政治與經濟組,3,社會科學、新聞學及圖書資訊,臺師,東亞政治經濟
106,002,002242,國立臺灣師範大學,圖文傳播學系,3,社會科學、新聞學及圖書資訊,臺師,圖文傳播
106,002,002302,國立臺灣師範大學,企業管理學系,4,商業、管理及法律,臺師,企業管理
106,002,002202,國立臺灣師範大學,生命科學系,5,自然科學、數學及統計,臺師,生命科學
106,002,002192,國立臺灣師範大學,化學系,5,自然科學、數學及統計,臺師,化學
106,002,002212,國立臺灣師範大學,地球科學系,5,自然科學、數學及統計,臺師,地球
106,002,002182,國立臺灣師範大學,物理學系,5,自然科學、數學及統計,臺師,物理
106,002,002172,國立臺灣師範大學,數學系,5,自然科學、數學及統計,臺師,數學
106,002,002262,國立臺灣師範大學,電機工程學系,7,工程、製造及營建,臺師,電機
106,002,002222,國立臺灣師範大學,資訊工程學系,7,工程、製造及營建,臺師,資工
106,002,002252,國立臺灣師範大學,機電工程學系,7,工程、製造及營建,臺師,機電工程
106,004,004422,國立成功大學,工業設計學系,2,藝術及人文,成大,工設
106,004,004032,國立成功大學,歷史學系,2,藝術及人文,成大,歷史
106,004,004022,國立成功大學,外國語文學系,2,藝術及人文,成大,外文
106,004,004042,國立成功大學,台灣文學系,2,藝術及人文,成大,台文
106,004,004012,國立成功大學,中國文學系,2,藝術及人文,成大,中文
106,004,004352,國立成功大學,經濟學系,3,社會科學、新聞學及圖書資訊,成大,經濟
106,004,004342,國立成功大學,政治學系,3,社會科學、新聞學及圖書資訊,成大,政治
106,004,004372,國立成功大學,心理學系,3,社會科學、新聞學及圖書資訊,成大,心理
106,004,004272,國立成功大學,會計學系,4,商業、管理及法律,成大,會計
106,004,004252,國立成功大學,企業管理學系,4,商業、管理及法律,成大,企業管理
106,004,004232,國立成功大學,工業與資訊管理學系,4,商業、管理及法律,成大,工業資管
106,004,004362,國立成功大學,法律學系,4,商業、管理及法律,成大,法律
106,004,004432,國立成功大學,生命科學系,5,自然科學、數學及統計,成大,生命科學
106,004,004442,國立成功大學,生物科技與產業科學系,5,自然科學、數學及統計,成大,生物科技產科
106,004,004072,國立成功大學,化學系,5,自然科學、數學及統計,成大,化學
106,004,004082,國立成功大學,地球科學系,5,自然科學、數學及統計,成大,地球
106,004,004062,國立成功大學,物理學系,5,自然科學、數學及統計,成大,物理
106,004,004052,國立成功大學,數學系,5,自然科學、數學及統計,成大,數學
106,004,004262,國立成功大學,統計學系,5,自然科學、數學及統計,成大,統計
106,004,004392,國立成功大學,資訊工程學系,6,資訊通訊科技,成大,資工
106,004,004112,國立成功大學,化學工程學系,7,工程、製造及營建,成大,化工
106,004,004122,國立成功大學,材料科學及工程學系,7,工程、製造及營建,成大,材料科學及工程
106,004,004192,國立成功大學,環境工程學系,7,工程、製造及營建,成大,環境工程
106,004,004152,國立成功大學,水利及海洋工程學系,7,工程、製造及營建,成大,水利海洋
106,004,004222,國立成功大學,能源國際學士學位學程,7,工程、製造及營建,成大,能源國際學程
106,004,004382,國立成功大學,電機工程學系,7,工程、製造及營建,成大,電機
106,004,004092,國立成功大學,光電科學與工程學系,7,工程、製造及營建,成大,光電科學工程
106,004,004102,國立成功大學,機械工程學系,7,工程、製造及營建,成大,機械工程學
106,004,004182,國立成功大學,航空太空工程學系,7,工程、製造及營建,成大,航空太空
106,004,004172,國立成功大學,系統及船舶機電工程學系,7,工程、製造及營建,成大,系統船舶機電
106,004,004212,國立成功大學,生物醫學工程學系,7,工程、製造及營建,成大,生物醫學
106,004,004162,國立成功大學,工程科學系,7,工程、製造及營建,成大,工科
106,004,004132,國立成功大學,資源工程學系,7,工程、製造及營建,成大,資源工程
106,004,004402,國立成功大學,建築學系,7,工程、製造及營建,成大,建築
106,004,004412,國立成功大學,都市計劃學系,7,工程、製造及營建,成大,都市計劃
106,004,004142,國立成功大學,土木工程學系,7,工程、製造及營建,成大,土木
106,004,004202,國立成功大學,測量及空間資訊學系,7,工程、製造及營建,成大,測量資訊
106,004,004282,國立成功大學,醫學系,9,醫藥衛生及社會福利,成大,醫學
106,004,004472,國立成功大學,醫學系(公費生),9,醫藥衛生及社會福利,成大,醫學(公費)
106,004,004302,國立成功大學,護理學系,9,醫藥衛生及社會福利,成大,護理學
106,004,004462,國立成功大學,護理學系(公費生),9,醫藥衛生及社會福利,成大,護理學(公費)
106,004,004292,國立成功大學,醫學檢驗生物技術學系,9,醫藥衛生及社會福利,成大,醫檢生技
106,004,004322,國立成功大學,物理治療學系,9,醫藥衛生及社會福利,成大,物理治療
106,004,004312,國立成功大學,職能治療學系,9,醫藥衛生及社會福利,成大,職能治療
106,004,004332,國立成功大學,藥學系,9,醫藥衛生及社會福利,成大,藥學
106,004,004242,國立成功大學,交通管理科學系,10,服務,成大,交通管理
106,004,004452,國立成功大學,大一全校不分系學士學位學程,99,其他,成大,大一不分系
106,003,003032,國立中興大學,歷史學系,2,藝術及人文,中興,歷史
106,003,003022,國立中興大學,外國語文學系,2,藝術及人文,中興,外文
106,003,003012,國立中興大學,中國文學系,2,藝術及人文,中興,中文
106,003,003102,國立中興大學,應用經濟學系,3,社會科學、新聞學及圖書資訊,中興,應用經濟
106,003,003072,國立中興大學,會計學系,4,商業、管理及法律,中興,會計
106,003,003042,國立中興大學,財務金融學系,4,商業、管理及法律,中興,財金
106,003,003052,國立中興大學,企業管理學系,4,商業、管理及法律,中興,企業管理
106,003,003082,國立中興大學,行銷學系,4,商業、管理及法律,中興,行銷學
106,003,003092,國立中興大學,法律學系,4,商業、管理及法律,中興,法律
106,003,003362,國立中興大學,生命科學系,5,自然科學、數學及統計,中興,生命科學
106,003,003302,國立中興大學,昆蟲學系,5,自然科學、數學及統計,中興,昆蟲
106,003,003332,國立中興大學,生物科技學士學位學程,5,自然科學、數學及統計,中興,生物科技學程
106,003,003232,國立中興大學,水土保持學系,5,自然科學、數學及統計,中興,水土保持
106,003,003112,國立中興大學,化學系,5,自然科學、數學及統計,中興,化學
106,003,003122,國立中興大學,物理學系一般物理組,5,自然科學、數學及統計,中興,物理一般物理
106,003,003132,國立中興大學,物理學系光電物理組,5,自然科學、數學及統計,中興,物理光電物理
106,003,003142,國立中興大學,應用數學系,5,自然科學、數學及統計,中興,應用數學
106,003,003062,國立中興大學,資訊管理學系,6,資訊通訊科技,中興,資管
106,003,003152,國立中興大學,資訊科學與工程學系,6,資訊通訊科技,中興,資科工程
106,003,003202,國立中興大學,化學工程學系,7,工程、製造及營建,中興,化工
106,003,003212,國立中興大學,材料科學與工程學系,7,工程、製造及營建,中興,材料科學與工程
106,003,003182,國立中興大學,環境工程學系,7,工程、製造及營建,中興,環境工程
106,003,003192,國立中興大學,電機工程學系,7,工程、製造及營建,中興,電機
106,003,003162,國立中興大學,機械工程學系,7,工程、製造及營建,中興,機械工程學
106,003,003222,國立中興大學,生物產業機電工程學系,7,工程、製造及營建,中興,生物產業機電
106,003,003242,國立中興大學,食品暨應用生物科技學系,7,工程、製造及營建,中興,食品應用生科
106,003,003342,國立中興大學,景觀與遊憩學士學位學程,7,工程、製造及營建,中興,景觀遊憩學程
106,003,003172,國立中興大學,土木工程學系,7,工程、製造及營建,中興,土木
106,003,003252,國立中興大學,農藝學系,8,農業、林業、漁業及獸醫,中興,農藝
106,003,003312,國立中興大學,動物科學系,8,農業、林業、漁業及獸醫,中興,動物科學
106,003,003262,國立中興大學,園藝學系,8,農業、林業、漁業及獸醫,中興,園藝
106,003,003322,國立中興大學,土壤環境科學系,8,農業、林業、漁業及獸醫,中興,土壤環境
106,003,003352,國立中興大學,國際農企業學士學位學程,8,農業、林業、漁業及獸醫,中興,國際農企
106,003,003292,國立中興大學,植物病理學系,8,農業、林業、漁業及獸醫,中興,植物病理學
106,003,003272,國立中興大學,森林學系林學組,8,農業、林業、漁業及獸醫,中興,森林學林學
106,003,003282,國立中興大學,森林學系木材科學組,8,農業、林業、漁業及獸醫,中興,森林木材
106,003,003372,國立中興大學,獸醫學系,8,農業、林業、漁業及獸醫,中興,獸醫
106,013,013292,國立交通大學,人文社會學系,2,藝術及人文,交大,人文社會
106,013,013272,國立交通大學,外國語文學系,2,藝術及人文,交大,外文
106,013,013282,國立交通大學,傳播與科技學系,3,社會科學、新聞學及圖書資訊,交大,傳播科技
106,013,013222,國立交通大學,資訊管理與財務金融學系資訊管理組,4,商業、管理及法律,交大,資管財金資管
106,013,013232,國立交通大學,資訊管理與財務金融學系財務金融組,4,商業、管理及法律,交大,資管財金財金
106,013,013242,國立交通大學,管理科學系,4,商業、管理及法律,交大,管理科學
106,013,013212,國立交通大學,生物科技學系,5,自然科學、數學及統計,交大,生物科技學
106,013,013192,國立交通大學,應用化學系,5,自然科學、數學及統計,交大,應用化學
106,013,013172,國立交通大學,電子物理學系光電與奈米科學組,5,自然科學、數學及統計,交大,電物光電奈米
106,013,013182,國立交通大學,電子物理學系電子物理組,5,自然科學、數學及統計,交大,電物電子物理
106,013,013202,國立交通大學,應用數學系,5,自然科學、數學及統計,交大,應用數學
106,013,013082,國立交通大學,資訊工程學系資電工程組,6,資訊通訊科技,交大,資工資電
106,013,013092,國立交通大學,資訊工程學系資訊工程組,6,資訊通訊科技,交大,資工資工
106,013,013102,國立交通大學,資訊工程學系網路與多媒體工程組,6,資訊通訊科技,交大,資工網路多媒體
106,013,013112,國立交通大學,材料科學與工程學系,7,工程、製造及營建,交大,材料科學與工程
106,013,013052,國立交通大學,電機工程學系(甲組),7,工程、製造及營建,交大,電機(甲)
106,013,013062,國立交通大學,電機工程學系(乙組),7,工程、製造及營建,交大,電機(乙)
106,013,013032,國立交通大學,電子工程學系(甲組),7,工程、製造及營建,交大,電子工程(甲)
106,013,013042,國立交通大學,電子工程學系(乙組),7,工程、製造及營建,交大,電子工程(乙)
106,013,013072,國立交通大學,光電工程學系,7,工程、製造及營建,交大,光電工程
106,013,013012,國立交通大學,電機資訊學士班,7,工程、製造及營建,交大,電資學士
106,013,013022,國立交通大學,奈米科學及工程學士學位學程,7,工程、製造及營建,交大,奈米工程
106,013,013122,國立交通大學,機械工程學系,7,工程、製造及營建,交大,機械工程學
106,013,013262,國立交通大學,工業工程與管理學系,7,工程、製造及營建,交大,工工
106,013,013132,國立交通大學,土木工程學系,7,工程、製造及營建,交大,土木
106,013,013252,國立交通大學,運輸與物流管理學系,10,服務,交大,運輸物管
106,016,016022,國立中央大學,英美語文學系,2,藝術及人文,中央,英美語文
106,016,016032,國立中央大學,法國語文學系,2,藝術及人文,中央,法國語文學
106,016,016012,國立中央大學,中國文學系,2,藝術及人文,中央,中文
106,016,016152,國立中央大學,經濟學系,3,社會科學、新聞學及圖書資訊,中央,經濟
106,016,016232,國立中央大學,客家語文暨社會科學學系,3,社會科學、新聞學及圖書資訊,中央,客家語社會
106,016,016162,國立中央大學,財務金融學系,4,商業、管理及法律,中央,財金
106,016,016132,國立中央大學,企業管理學系,4,商業、管理及法律,中央,企業管理
106,016,016242,國立中央大學,生命科學系,5,自然科學、數學及統計,中央,生命科學
106,016,016062,國立中央大學,化學學系,5,自然科學、數學及統計,中央,化學
106,016,016222,國立中央大學,地球科學學系,5,自然科學、數學及統計,中央,地球科學
106,016,016202,國立中央大學,大氣科學學系大氣組,5,自然科學、數學及統計,中央,大氣大氣
106,016,016212,國立中央大學,大氣科學學系太空組,5,自然科學、數學及統計,中央,大氣太空
106,016,016052,國立中央大學,物理學系,5,自然科學、數學及統計,中央,物理
106,016,016042,國立中央大學,數學系,5,自然科學、數學及統計,中央,數學
106,016,016142,國立中央大學,資訊管理學系,6,資訊通訊科技,中央,資管
106,016,016182,國立中央大學,資訊工程學系,6,資訊通訊科技,中央,資工
106,016,016122,國立中央大學,化學工程與材料工程學系,7,工程、製造及營建,中央,化工材工
106,016,016172,國立中央大學,電機工程學系,7,工程、製造及營建,中央,電機
106,016,016072,國立中央大學,光電科學與工程學系,7,工程、製造及營建,中央,光電科學工程
106,016,016192,國立中央大學,通訊工程學系,7,工程、製造及營建,中央,通訊工程
